,property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,nearby_schools,dist_to_cwru_mi,price_per_sqft_ann
262,https://www.realtor.com/rentals/details/3861-Lee-Heights-Blvd_Cleveland_OH_44128_M30934-12088,3093412088,2970819396,NEOH,5062801,FOR_RENT,"3861 Lee Heights Blvd, Cleveland - Spacious 3 bed 2 bath single family home! // $ 1450 rent / $ 1450 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $149 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 3 // BATHROOMS: 2 // APPLIANCES PROVIDED: Fridge and stove // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,3861 Lee Heights Blvd,3861 Lee Heights Blvd,,Cleveland,OH,44128,3.0,1.0,,1213.0,1942.0,49,1450.0,2024-08-16,89050.0,23910.0,120300.0,False,5750.0,1.0,41.454197,-81.553915,Lee - Miles,Cuyahoga,39035.0,2.0,0.0,2.0,Cleveland Metropolitan School District,4.46670354188714,14.344600164880461
263,https://www.realtor.com/rentals/details/2968-S-Moreland-Blvd_Cleveland_OH_44120_M41317-90311,4131790311,2970816614,NEOH,5062556,FOR_RENT,"Newly renovated 1 bed 1 bath unit in excellent Shaker Square location. Shaker schools! Walk to the square and the Rapid. Off street parking. Updated kitchen featuring granite countertops. Beautiful hardwood floors throughout. Offstreet parking available. Rent includes water, sewer, and heat.",APARTMENT,2968 S Moreland Blvd Unit 3,2968 S Moreland Blvd,Unit 3,Cleveland,OH,44120,1.0,1.0,,23572.0,1930.0,49,925.0,2024-08-16,565000.0,297510.0,665598.0,False,16801.0,0.0,41.477546,-81.590965,Buckeye - Shaker,Cuyahoga,39035.0,3.0,,,"Randall Park High School, Intergenerational School The, Shaker Heights City School District, Wings Academy 2",2.0560699982766066,0.47089767520787373
264,https://www.realtor.com/rentals/details/1133-W-9th-St-Apt-319_Cleveland_OH_44113_M45950-55713,4595055713,2971080857,AVAL,61169272,FOR_RENT,"Welcome to our stunning loft-style apartment in the heart of Cleveland, OH! This beautiful 1-bedroom, 1-bathroom apartment is the perfect place to call home. With its condo quality finishes and high ceilings, you'll feel like you're living in luxury. The open and spacious layout of the apartment provides plenty of room for you to relax and unwind. One of the standout features of this apartment is the rooftop deck, where you can enjoy breathtaking views of the city skyline. It's the perfect spot to host gatherings with friends or simply soak up the sun. For your convenience, there is an on-site laundry facility, so you won't have to worry about making trips to the laundromat. Stay active and fit with our state-of-the-art fitness center, which is equipped with everything you need for a great workout. The location of this apartment is unbeatable, with easy access to all that Cleveland has to offer. Whether you're looking to explore the vibrant downtown area or enjoy the local dining and entertainment options, everything is just a short distance away. Don't miss out on the opportunity to make this incredible apartment your new home. Call to schedule a showing and see for yourself why this is the perfect place for you. Visit the following link for a virtual 3D tour - Parking available for $145 per month. See rental qualifications and Apply today at Schedule a viewing at Won't last long! No Pets Allowed. No Smoking Building CALL TO SCHEDULE AN APPOINTMENT-",APARTMENT,1133 W 9th St Apt 319,1133 W 9th St,Apt 319,Cleveland,OH,44113,1.0,1.0,,537.0,,43,1195.0,2024-08-22,,26460.0,129600.0,False,,2.0,41.501427,-81.701472,"Downtown Cleveland, Warehouse District",Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Near West Intergenerational School",4.832628146186626,26.70391061452514
266,https://www.realtor.com/rentals/details/3656-E-153rd-St-Apt-2_Cleveland_OH_44120_M39196-84793,3919684793,2970814513,NEOH,5062788,FOR_RENT,"3656 E 153RD ST | UP, Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 895 rent / $ 895 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,3656 E 153rd St Apt 2,3656 E 153rd St,Apt 2,Cleveland,OH,44120,2.0,1.0,,1519.0,1922.0,49,895.0,2024-08-16,29000.0,20340.0,132000.0,False,,1.0,41.459993,-81.574712,Mount Pleasant,Cuyahoga,39035.0,2.0,0.0,1.0,Cleveland Metropolitan School District,3.5222125542869414,7.0704410796576695
268,https://www.realtor.com/rentals/details/17401-Wayne-Dr_Cleveland_OH_44128_M44776-25960,4477625960,2970734885,NEOH,5062206,FOR_RENT,"17401 Wayne Dr, Cleveland - Spacious 3 bed 1 bath single family home! // $ 1275 rent / $ 1275 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $149 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 3 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,17401 Wayne Dr,17401 Wayne Dr,,Cleveland,OH,44128,3.0,1.0,,1092.0,1953.0,51,1275.0,2024-08-14,51000.0,17850.0,100900.0,False,5706.0,1.0,41.43961,-81.558195,Lee - Miles,Cuyahoga,39035.0,2.0,0.0,2.0,"Cleveland Metropolitan School District, T2 Honors Academy",5.169227511002208,14.010989010989011
269,https://www.realtor.com/rentals/details/2968-S-Moreland-Blvd_Cleveland_OH_44120_M41317-90311,4131790311,2970816620,NEOH,5062541,FOR_RENT,"Newly renovated 2 bed 1 bath unit in excellent Shaker Square location. Shaker schools! Walk to the square and the Rapid. Off street parking. Updated kitchen featuring granite countertops. Beautiful hardwood floors throughout. Offstreet parking available. Rent includes water, sewer, and heat.",APARTMENT,2968 S Moreland Blvd Unit 10,2968 S Moreland Blvd,Unit 10,Cleveland,OH,44120,2.0,1.0,,23572.0,1930.0,49,995.0,2024-08-16,565000.0,297510.0,665598.0,False,16801.0,0.0,41.477546,-81.590965,Buckeye - Shaker,Cuyahoga,39035.0,3.0,,,"Randall Park High School, Intergenerational School The, Shaker Heights City School District, Wings Academy 2",2.0560699982766066,0.5065331749533345
270,https://www.realtor.com/rentals/details/2778-E-126th-St-Unit-Downstairs_Cleveland_OH_44120_M96469-92440,9646992440,2970781459,REDI,-O1xUuNhHwwqRqufcpmU$Downstairs,FOR_RENT,"To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/CKC358 to apply, or go to tenant.rentredi.com/getStarted/prequalify/CKC358 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: CKC-358. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",DUPLEX_TRIPLEX,2778 E 126th St Unit Downstairs,2778 E 126th St,Unit Downstairs,Cleveland,OH,44120,2.0,1.0,,825.0,,50,900.0,2024-08-15,,,,False,,1.0,41.482635,-81.595322,Buckeye - Shaker,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Randall Park High School, Wings Academy 2",1.64192231888115,13.090909090909092
271,https://www.realtor.com/rentals/details/2487-Noble-Rd_Cleveland-Heights_OH_44121_M48201-82389,4820182389,2970814076,NEOH,5062560,FOR_RENT,"Newly renovated 1 bedroom 1 bath unit in secure brick building. Convenient location near everything. Beautiful hardwood floors throughout. Kitchen features new cabinetry and granite countertops. Monthly rent includes water, sewer, and heat. Off street parking. Onsite laundry. Garage available. Cleveland Heights schools.",APARTMENT,2487 Noble Rd,2487 Noble Rd,,Cleveland,OH,44121,1.0,1.0,,28220.0,1944.0,49,925.0,2024-08-16,1220000.0,334640.0,,False,51854.0,0.0,41.533713,-81.545406,Noble Nela,Cuyahoga,39035.0,3.0,,,"Apex Academy, Old Brook High School School District, Cleveland Heights-University Heights City, Randall Park High School, East Academy School District",3.8465012441324546,0.3933380581148122
273,https://www.realtor.com/rentals/details/9908-Dunlap-Ave_Cleveland_OH_44105_M47974-02385,4797402385,2970668451,NEOH,5061660,FOR_RENT,"Location - 9908 Dunlap Ave, Cleveland. Single family home. 4 bedrooms and 1.5 baths, with potential 5th room to be an office or play room. 1 bedroom is located on the first floor if needed! Fully updated, clean and ready for move in. Large dining room and kitchen. Kitchen appliances included. Large bedrooms. Lots of storage space. Near schools and the freeway. Apply while it lasts! Security deposit and first months rent due at signing. Pet restrictions.",SINGLE_FAMILY,9908 Dunlap Ave,9908 Dunlap Ave,,Cleveland,OH,44105,4.0,1.0,1.0,2290.0,1928.0,52,1700.0,2024-08-13,97000.0,8370.0,95600.0,False,5998.0,1.0,41.45797,-81.615581,Union - Miles Park,Cuyahoga,39035.0,2.0,0.0,,"Cleveland Metropolitan School District, Village Preparatory School:: Woodland Hills Campus School District",3.2189480022267807,8.908296943231441
274,https://www.realtor.com/rentals/details/4125-E-110th-St_Cleveland_OH_44105_M34851-41710,3485141710,2970763168,NEOH,5062099,FOR_RENT,"Welcome to this charming 3-bedroom, 1-bathroom single-family home, perfect for those seeking a comfortable and cozy living space. With generously sized bedrooms, a well-maintained bathroom, and a bright, airy atmosphere, this home offers everything you need. The kitchen has essential appliances and ample counter space, while the spacious living room is ideal for relaxation and entertaining. Enjoy the convenience of a nice backyard, perfect for outdoor activities or gardening. Located in a family-friendly neighborhood, you'll find schools, shopping centers, and public transportation just a short distance away. Happily welcome Section 8 applicants, making this home an excellent choice for anyone. Don't miss out on this opportunitycontact us today to schedule a viewing and begin the application process. Fair housing accommodations and modifications for persons with disabilities will be considered on a case by case basis in accordance with the fair housing laws.",SINGLE_FAMILY,4125 E 110th St,4125 E 110th St,,Cleveland,OH,44105,3.0,1.0,,1105.0,1915.0,50,1400.0,2024-08-15,15000.0,9940.0,66253.0,False,5079.0,1.0,41.44678,-81.608368,Union - Miles Park,Cuyahoga,39035.0,2.0,0.0,,"Harvard Avenue Community School, Cleveland Metropolitan School District",3.969537083692678,15.203619909502262
275,https://www.realtor.com/rentals/details/2487-Noble-Rd_Cleveland-Heights_OH_44121_M48201-82389,4820182389,2970814511,NEOH,5062514,FOR_RENT,"Newly renovated 2 bedroom 1 bath unit in secure brick building. Convenient location near everything. Hardwood floors throughout. Kitchen features new cabinetry and granite countertops. Monthly rent includes water, sewer, and heat. Off street parking. Onsite laundry. Garage available. Cleveland Heights schools.",APARTMENT,2487 Noble Rd Unit 10,2487 Noble Rd,Unit 10,Cleveland,OH,44121,2.0,1.0,,28200.0,1944.0,49,995.0,2024-08-16,1220000.0,334640.0,,False,51854.0,0.0,41.533713,-81.545406,Noble Nela,Cuyahoga,39035.0,3.0,,25.0,"Apex Academy, Old Brook High School School District, Cleveland Heights-University Heights City, Randall Park High School, East Academy School District",3.8465012441324546,0.42340425531914894
276,https://www.realtor.com/rentals/details/3489-Bosworth-Rd-Apt-3_Cleveland_OH_44111_M96714-31754,9671431754,2970646504,REDI,-NPOoZAJhgQiWkEDYD5T$3,FOR_RENT,"Charming 3rd Floor unit of a multi-family home located in the West Boulevard neighborhood in Cleveland, Ohio. Minutes from Lakewood, Ohio City, Tremont, Edgewater Beach, Downtown Cleveland, and Cleveland Hopkins Airport. UNIT DETAILS: - (2) bedrooms, (1) full bathroom - Living/dining room with built-in shelving - Fully updated kitchen with high quality cabinets, quartz countertops and stainless steel appliances - Updated bathroom with tub, toilet, sink and ceramic tile flooring - Beautiful original hardwood floors throughout - All new windows for ample natural light - New light fixtures and new paint throughout - Off-street designated parking space (1) - Approximately 900 sq ft - Additional private storage available in basement - W/D hookups available in basement (additional monthly water fee applies) ABOUT THE AREA: - Plenty of bars and restaurants just minutes away in Lakewood - 5 minutes to: I-90, I-71, Target, Giant Eagle, Aldi, Home Depot, Halloran Park - 10 minutes to: I-480, Walmart, Sam's Club, Whole Foods, Edgewater Park, Lakewood Park RENTAL TERMS: - Available: Sept 1st - Rent = $900 per month - Security Deposit = $900 - Tenant pays electric and gas (Gas is through Dominion, Electric is through First Energy (Illuminating Company). - Landlord pays water, sewer, trash ($35/month water fee applies for W/D hookup) - Pets on a case by case basis and subject to additional fees. - NO smoking - $35 Non Refundable Application Fee (We screen using credit / background / eviction checks as well as income verification and rental history) - This property is NOT approved for Section 8 / Eden / or other rent assistance programs - Leasing Contact: Alejandro Giraldo To Pre-qualify, please complete the following steps: 1. Download the RentRedi App: Get it on Google Play OR Download on the App Store 2. Go to Prequalify in the app 3. Enter your details 4. Search by Unit Code: DFN-862 5. Send it! This property is using RentRedi for rent payments. To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/DFN862 to apply, or go to tenant.rentredi.com/getStarted/prequalify/DFN862 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: DFN-862. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",DUPLEX_TRIPLEX,3489 Bosworth Rd Apt 3,3489 Bosworth Rd,Apt 3,Cleveland,OH,44111,2.0,1.0,,900.0,,53,900.0,2024-08-12,,,,False,,1.0,41.457523,-81.764191,West Boulevard,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Constellation Schools: Outreach Academy For Students With Di",8.705768333788237,12.0
278,https://www.realtor.com/rentals/details/1321-W-85th-St-Apt-1_Cleveland_OH_44102_M99111-28622,9911128622,2970654490,NEOH,5061539,FOR_RENT,"1321 W 85th St Unit 1, Cleveland - Spacious 2 bed 1 bath apartment! // $ 1, 000 rent / $ 1, 000 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $149 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: Stove and fridge // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas/electric and is responsible for snow removal. Lawn care and water/sewer/trash is included. // Serious inquiries only.",APARTMENT,1321 W 85th St Apt 1,1321 W 85th St,Apt 1,Cleveland,OH,44102,2.0,1.0,,946.0,1900.0,53,1000.0,2024-08-12,,,246000.0,False,,1.0,41.48267,-81.742996,Detroit - Shoreway,Cuyahoga,39035.0,2.0,,,"Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary, Lake Erie International High School School District",7.141569513258406,12.684989429175475
282,https://www.realtor.com/rentals/details/701-W-Lakeside-Ave-Apt-704_Cleveland_OH_44113_M37816-92311,3781692311,2970590860,NEOH,5061081,FOR_RENT,"Seldom available lease opportunity at Pinnacle. The heart of the Warehouse District and all the comforts of a full-service luxury condominium. Large, open floor plan that's as perfect for everyday living as it is for a party. Full walls of floor to ceiling windows with lake views and the peaks of the twinkling skyline at night. Large kitchen with granite counters, stainless appliances, and a big island with a breakfast bar. The master suite has an extra-large walk-in closet and a beautiful bath with double sinks and a roomy shower with glass doors. The second bedroom generously sized, making it perfect as a bedroom, an office, or both, and has its own full bath with a tub. There's an elegant powder room off the entry hall. A large laundry/utility room gives you the convenience of a full-sized washer and dryer and a laundry sink, and also provides some extra storage room. And one of the best places of all is the balcony, where you feel the shoreline and the Stadium - and the skyline - like they're right across the street. And they are! 24-hour concierge, a full gym, sauna, and a beautiful rooftop garden complete the amenities. One garage parking space (a prime space, directly across from the elevator) is included. Multi-year lease also available.",CONDOS,701 W Lakeside Ave Apt 704,701 W Lakeside Ave,Apt 704,Cleveland,OH,44113,2.0,2.0,1.0,1607.0,2005.0,56,2800.0,2024-08-09,331100.0,137350.0,436681.0,False,37592.0,2.0,41.500376,-81.700926,"Downtown Cleveland, Warehouse District",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Near West Intergenerational School",4.807904012584261,20.9085252022402
284,https://www.realtor.com/rentals/details/8800-Meridian-Ave-Down_Cleveland_OH_44106_M92233-19632,9223319632,2970550025,REDI,-NBJluqa88BXSXEH1ZjH$Down,FOR_RENT,"2 bedroom duplex (down unit) in the Hough Neighborhood of Cleveland. 2nd bedroom has an open concept. Opportunity to utilize the space in different ways. 5 minutes from Case Western University and 8 minutes from Cleveland Clinic. Very quiet neighborhood To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/RVT565 to apply, or go to tenant.rentredi.com/getStarted/prequalify/RVT565 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: RVT-565. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",DUPLEX_TRIPLEX,8800 Meridian Ave Unit Down,8800 Meridian Ave,Unit Down,Cleveland,OH,44106,2.0,1.0,,850.0,,56,850.0,2024-08-09,,,,False,,1.0,41.513184,-81.625854,Hough,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,1.09347784912696,12.0
288,https://www.realtor.com/rentals/details/842-Wayside-Rd-Up_Cleveland_OH_44110_M96324-95680,9632495680,2970515954,INGO,37365,FOR_RENT,VOUCHERS ACCEPTED! Available for rent: 2 bed/1 bath - 1344 square foot. This home features an updated kitchen with nice hardwood flooring. House has been freshly painted with neutral colors. Tenant is responsible for gas and energy. Security deposit equal to 1 month's rent is required. Free application and $45 screening will be necessary for each adult over 18 years of age. Pet Fee: $300 one time Contact info: Keith Luber. Phone: Email:,DUPLEX_TRIPLEX,842 Wayside Rd Unit Up,842 Wayside Rd,Unit Up,Cleveland,OH,44110,2.0,1.0,,1344.0,,57,1000.0,2024-08-08,,,,False,,1.0,41.559513,-81.564125,South Collinwood,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, East Academy School District",4.448626536437457,8.928571428571429
289,https://www.realtor.com/rentals/details/2016-W-85th-St_Cleveland_OH_44102_M32078-93767,3207893767,2970524896,NEOH,5060358,FOR_RENT,"Come check out this 4 bedroom beauty! This rental unit is located on the upper level of a duplex and has over 1, 700 square feet of living space! The kitchen has been totally renovated, with new gray cabinets, new countertops and luxury vinyl flooring & a stainless steel stove & refrigerator! There is a 3/4 bath with a stand up shower on the upper level and a full bath on the main living level of this upper unit. The entire space has been freshly painted throughout and features new flooring. The spacious living room has a cozy decorative fireplace. Enjoy the wonderful covered front porch and the convenience of the 1 car garage space located on a corner lot. This unit has easy access to 1-90 and the Detroit Shoreway. Section 8 Accepted. Call for your private showing today!",MULTI_FAMILY,2016 W 85th St Unit Up,2016 W 85th St,Unit Up,Cleveland,OH,44102,4.0,2.0,,1700.0,1904.0,57,1400.0,2024-08-08,55000.0,23000.0,155966.0,False,4617.0,1.0,41.476624,-81.743458,Cudell,Cuyahoga,39035.0,2.0,0.0,1.0,"Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary, Lake Erie International High School School District",7.263727329170542,9.882352941176471
294,https://www.realtor.com/rentals/details/2044-Random-Rd-Unit-101_Cleveland_OH_44106_M34554-10089,3455410089,2970433648,NEOH,5060024,FOR_RENT,"This two-story unit on the southeast corner of the building enjoys lots of light and features sophisticated kitchen and bath upgrades. From the private patio outside, entry into the unit flows into a living area and a first floor full bedroom and bathroom. Master bedroom suite and an additional bedroom with full bathroom are on the second floor. The kitchen features include a waterfall quartz countertop at the island, all GE appliances, and a beautiful quartz backsplash. Separate pantry closet. Bamboo floors throughout. Second floor laundry provides easy access with plenty of room. Two dedicated parking spaces immediately adjacent to the garage entry door allows for easy access. A wonderfully private unit. Rent or Buy! Fair housing accommodations and modifications for persons with disabilities will be considered on a case by case basis in accordance with the fair housing laws.",CONDOS,2044 Random Rd Unit 101,2044 Random Rd,Unit 101,Cleveland,OH,44106,3.0,3.0,,2133.0,2018.0,59,3250.0,2024-08-06,575000.0,18480.0,673600.0,False,,2.0,41.507403,-81.599543,"University Circle, Little Italy",Cuyahoga,39035.0,2.0,,2.0,"Cleveland Metropolitan School District, Citizens Leadership Academy",0.5069299473166203,18.28410689170183
297,https://www.realtor.com/rentals/details/1372-E-111th-St_Cleveland_OH_44106_M45616-52957,4561652957,2970444338,NEOH,5060149,FOR_RENT,"1372 E 111TH St, Cleveland - Spacious 6 bed 2 bath single family home! // $ 1520 rent / $ 1520 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $169 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // CMHA OKAY WITH 4-5 BEDROOM VOUCHER, MUST HAVE FULL RESERVATION FEE AT TIME OF PLACING DEPOSIT, NO EXCEPTIONS // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 6 // BATHROOMS: 2 // APPLIANCES PROVIDED: Fridge, stove, and dishwasher // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,1372 E 111th St,1372 E 111th St,,Cleveland,OH,44106,6.0,2.0,,1578.0,1900.0,59,1520.0,2024-08-06,213600.0,6200.0,193174.0,False,4443.0,1.0,41.52033,-81.608652,Glenville,Cuyahoga,39035.0,2.0,0.0,,Cleveland Metropolitan School District,1.1063373474050147,11.55893536121673
312,https://www.realtor.com/rentals/details/12418-Osceola-Ave_Cleveland_OH_44108_M46364-00733,4636400733,2970290611,AVAL,61151519,FOR_RENT,"Welcome to 12418 Osceola Avenue! Located in a quiet neighborhood, this cozy 3-bedroom, 1-bathroom home is ready for you to move in and make your own. Pets are welcome too! There will be a $300 deposit required, as well as a $30 monthly fee for each pet. This 1440 sq ft house is spacious and perfect for a family, or group of friends. It features an inviting living room and a kitchen that is great for your best dishes. The bedrooms are bright and airy with great storage space. Take advantage of this fantastic opportunity to live in a wonderful property that has a solid foundation. You won't be disappointed! Make 12418 Osceola Avenue your next home today, and experience the peace you desire.",SINGLE_FAMILY,12418 Osceola Ave,12418 Osceola Ave,,Cleveland,OH,44108,3.0,1.0,,1440.0,,64,1500.0,2024-08-01,78000.0,8720.0,59300.0,False,,1.0,41.52605,-81.599227,Forest Hills,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Old Brook High School School District",1.5746161833037164,12.5
322,https://www.realtor.com/rentals/details/13506-Crennell-Ave_Cleveland_OH_44105_M49361-06223,4936106223,2970284232,AVAL,61122003,FOR_RENT,"Welcome to 13506 Crennell Avenue! Located in a quiet neighborhood, this cozy 2-bedroom, 2-bathroom home is ready for you to move in and make your own. Enjoy the convenience of being within walking distance of the neighborhood park. Pets are welcome too! There will be a $300 deposit required, as well as a $30 monthly fee for each pet. This 1040 sqft house is spacious and perfect for a family, or group of friends. It features an inviting living room and a kitchen that is great for your best dishes. The bedrooms are bright and airy with great storage space. Take advantage of this fantastic opportunity to live in a wonderful property that has a solid foundation. You won't be disappointed! Make 13506 Crennell Avenue your next home today, and experience the peace you desire. Date Available: Aug 5th 2024. $1, 450/month rent. $1, 450 security deposit required. Please submit the form on this page or contact Daniel Christian to learn more.",SINGLE_FAMILY,13506 Crennell Ave,13506 Crennell Ave,,Cleveland,OH,44105,2.0,2.0,,1040.0,,64,1400.0,2024-08-01,34101.0,14920.0,57000.0,False,,1.0,41.449633,-81.588186,Corlett,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Chapelside Cleveland Academy School District",3.9158037458710564,16.153846153846153
323,https://www.realtor.com/rentals/details/3231-W-112th-St_Cleveland_OH_44111_M48631-57696,4863157696,2970279349,NEOH,5058827,FOR_RENT,"3231 W 112TH ST | UP, Cleveland - Spacious 2 bed 1 bath multi-family home! $ 900 rent / $ 900 deposit $49 application fee per adult 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). NO SMOKING 1 time $129 non-refundable set up fee paid at lease signing $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. BEDROOMS: 2 BATHROOMS: 1 APPLIANCES PROVIDED: Fridge, stove, and microwave UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. Serious inquiries only.",MULTI_FAMILY,3231 W 112th St Unit 2 /Up,3231 W 112th St,Unit 2 /Up,Cleveland,OH,44111,2.0,1.0,,912.0,1916.0,64,900.0,2024-08-01,82500.0,28880.0,151000.0,False,,1.0,41.464385,-81.764437,Cudell,Cuyahoga,39035.0,2.0,0.0,,"Cleveland Metropolitan School District, Constellation Schools: Outreach Academy For Students With Di",8.55318262572963,11.842105263157896
